image,xmin,ymin,xmax,ymax
ISIC_0068136,0.4316136,0.40361595,0.5968147,0.5701237
ISIC_0068137,0.09882521,0.0897901,0.70861286,0.7668075
ISIC_0068138,0.3186453,0.24928062,0.7811798,0.7159041
ISIC_0068141,0.19248931,0.31378183,0.7865228,0.7637971
ISIC_0068142,0.08623703,0.18776815,0.7910073,0.904755
ISIC_0068143,0.047130264,0.028405383,0.9910979,0.978432
ISIC_0068144,0.1819925,0.30247056,0.68536186,0.71504605
ISIC_0068145,0.14978117,0.15824378,0.9488398,0.8427413
ISIC_0068151,0.42782545,0.46292144,0.53370225,0.57050985
ISIC_0068152,0.13404803,0.24051891,0.6851306,0.7595418
ISIC_0068153,0.07346999,0.057641096,0.90605307,0.9659373
ISIC_0068154,0.3101458,0.38706276,0.6977792,0.73093724
ISIC_0068155,0.34523195,0.1400991,0.7259941,0.63266385
ISIC_0068156,0.28206015,0.3129248,0.586509,0.66130733
ISIC_0068158,0.2143874,0.22197683,0.874006,0.81483686
ISIC_0068159,0.5425953,0.4073901,0.73001754,0.57037824
ISIC_0068160,0.2204136,0.24849987,0.9213872,0.7559127
ISIC_0068161,0.4151399,0.26977968,0.72094893,0.55172324
ISIC_0068163,0.094330065,0.23897798,0.6409626,0.817767
ISIC_0068164,0.061919577,0.053964682,0.9443901,0.9233906
ISIC_0068166,0.0791787,0.1688793,0.8613053,0.86324286
ISIC_0068168,0.33928543,0.21797667,0.885847,0.7446481
ISIC_0068169,0.10792746,0.1261262,0.65996504,0.81835794
ISIC_0068170,0.23722811,0.17908949,0.6237995,0.7072388
ISIC_0068171,0.24781792,0.056209143,1.0200871,0.96005064
ISIC_0068173,0.044097256,0.18175901,0.8742885,0.85772735
ISIC_0068174,0.3386946,0.3945257,0.6080124,0.65771914
ISIC_0068175,0.22505823,0.10406422,0.97443616,0.887421
ISIC_0068176,0.03175355,0.022506794,0.97449046,0.98386353
ISIC_0068177,0.17224088,0.13472445,0.8517841,0.910174
ISIC_0068178,0.036933035,0.015299196,0.9813876,0.9898472
ISIC_0068179,0.26208246,0.24700074,0.7751495,0.69011956
ISIC_0068180,0.05641816,0.1466861,0.9403832,0.9465647
ISIC_0068181,0.043784123,0.047862347,0.967521,0.9680697
ISIC_0068184,0.28410873,0.3766043,0.68933517,0.7445108
ISIC_0068185,0.08151938,0.15655929,0.84865576,0.9294665
ISIC_0068186,0.25155517,0.2440852,0.7316761,0.7149855
ISIC_0068187,0.4763639,0.42496738,0.65324616,0.6210207
ISIC_0068188,0.108452894,0.18548988,0.78622407,0.8548271
ISIC_0068193,0.42400637,0.37100378,0.63719267,0.6093415
ISIC_0068195,0.12910028,0.048471462,0.8576928,0.9391295
ISIC_0068198,0.31940803,0.28575432,0.70611954,0.6991577
ISIC_0068200,0.16916189,0.12397571,0.87963414,0.815746
ISIC_0068201,0.16223483,0.25694218,0.71679795,0.7260473
ISIC_0068203,0.0841012,0.18975213,0.8834654,0.9777843
ISIC_0068204,0.34546718,0.37160408,0.6047302,0.63589835
ISIC_0068205,0.04631099,0.041002702,0.9205235,0.75571865
ISIC_0068207,0.036579162,0.024446262,0.97368073,0.9636868
ISIC_0068209,0.025536884,0.014339936,0.9898701,0.98745483
ISIC_0068210,0.22854522,0.10158455,0.8186581,0.6691486
ISIC_0068214,0.06926317,0.05462131,0.80629814,0.86866
ISIC_0068215,0.09071995,0.2462136,0.7802872,0.86340135
ISIC_0068216,0.032908082,0.021611338,0.9808662,0.9802812
ISIC_0068217,0.17147659,0.046991754,0.9807265,0.85922205
ISIC_0068218,0.025765002,0.025827507,0.9854298,0.9790347
ISIC_0068219,0.22598055,0.24169207,0.8220438,0.910849
ISIC_0068221,0.034155596,0.08154968,0.98628116,1.0065055
ISIC_0068223,0.1978147,0.11916484,0.932427,0.8104978
ISIC_0068224,0.06910174,0.034700572,0.9037453,0.90333986
ISIC_0068225,0.04554385,0.032195263,0.86329126,0.97285545
ISIC_0068226,0.16451676,0.1790683,0.8387384,0.804963
ISIC_0068227,0.027273415,0.019517487,0.9759883,0.9870875
ISIC_0068228,0.060275782,0.28125453,0.68033165,0.97988164
ISIC_0068229,0.026447335,0.042500608,0.9775851,0.9620891
ISIC_0068230,0.28557867,0.22713195,0.62214124,0.6259572
ISIC_0068231,0.16952722,0.17976953,0.6914933,0.7699949
ISIC_0068232,0.104656436,0.05232152,0.95484966,0.8722097
ISIC_0068233,0.24500456,0.07770955,0.74389774,0.793974
ISIC_0068234,0.1037597,0.084295206,0.93439305,0.9097631
ISIC_0068236,0.15059401,0.10034435,0.8358873,0.7301227
ISIC_0068239,0.03560103,0.06272377,0.93415326,0.9453023
ISIC_0068240,0.14601134,0.16051093,0.7402967,0.7870046
ISIC_0068243,0.06299584,0.07303622,0.9141945,0.9439131
ISIC_0068245,0.03400148,0.17670788,0.961001,0.977649
ISIC_0068246,0.2239743,0.30207267,0.60443187,0.64690757
ISIC_0068248,0.29120642,0.3226723,0.69451267,0.65334165
ISIC_0068249,0.34665915,0.3594273,0.69806695,0.7255122
ISIC_0068250,0.075145274,0.071831256,0.9293096,0.9421377
ISIC_0068251,0.057356514,0.07070511,0.9641851,0.9601326
ISIC_0068252,0.1272895,0.07589437,0.9944223,0.81636184
ISIC_0068255,0.15583055,0.1787694,0.79239357,0.7516887
ISIC_0068256,0.12182348,0.18651262,0.52170086,0.8131974
ISIC_0068259,0.26493156,0.19580454,0.79160154,0.8202604
ISIC_0068260,0.060657103,0.112997115,0.87254035,0.9323216
ISIC_0068263,0.2030243,0.26824775,0.7593107,0.72641265
ISIC_0068264,0.047304373,0.1506518,0.9452809,0.8361951
ISIC_0068265,0.053727467,0.06686252,0.767078,0.7811838
ISIC_0068266,0.066494055,0.054121625,0.8182587,0.9410444
ISIC_0068268,0.15102614,0.21714608,0.78938967,0.82673836
ISIC_0068270,0.32365894,0.24910524,0.6970326,0.6847825
ISIC_0068271,0.2698096,0.28204075,0.6722313,0.6073333
ISIC_0068272,0.31522104,0.2766214,0.67235315,0.6194227
ISIC_0068273,0.106272995,0.1423234,0.8239116,0.7834976
ISIC_0068275,0.044343308,0.03236734,0.96081525,0.9726759
ISIC_0068276,0.040544324,0.09449102,0.9644006,0.96585906
ISIC_0068280,0.03274813,0.0332383,0.97109944,0.97651005
ISIC_0068281,0.1838568,0.29267547,0.60628784,0.71031064
ISIC_0068284,0.25695625,0.15387718,0.7952862,0.9146281
ISIC_0068285,0.35932744,0.35121062,0.69436634,0.67530084
ISIC_0068287,0.053198755,0.06607675,0.92826134,0.91853666
ISIC_0068291,0.08147984,0.047371004,0.7182133,0.63757044
ISIC_0068292,0.122483276,0.13470997,0.8639407,0.8561788
ISIC_0068293,0.032303263,0.024830421,0.9730264,0.97853094
ISIC_0068294,0.026105186,0.025920603,0.97591656,0.9771542
ISIC_0068295,0.14432953,0.23458958,0.8459744,0.8153094
ISIC_0068299,0.2045944,0.17739402,0.796208,0.7377834
ISIC_0068300,0.07709951,0.06521356,0.95038956,0.9369087
ISIC_0068302,0.3169398,0.27097657,0.82040024,0.73176026
ISIC_0068303,0.061514355,0.0477697,0.981859,0.90102977
ISIC_0068305,0.03226159,0.024163708,0.96495014,0.9825039
ISIC_0068306,0.17802858,0.25569874,0.70657444,0.7278226
ISIC_0068309,0.051266372,0.020145653,0.9778079,0.9788482
ISIC_0068310,0.1212246,0.09397715,0.94173354,0.8653722
ISIC_0068312,0.033292167,0.030564094,0.9719639,0.98039377
ISIC_0068313,0.3831047,0.46145344,0.5575918,0.6975615
ISIC_0068314,0.374398,0.21724133,0.7994955,0.67608356
ISIC_0068315,0.06399063,0.045854952,0.95582455,0.96084166
ISIC_0068318,0.2095396,0.28031945,0.7235395,0.5869775
ISIC_0068319,0.039574035,0.039545815,0.946953,0.88186526
ISIC_0068322,0.029781768,0.044050395,0.96034515,0.95869815
ISIC_0068325,0.16948922,0.2708144,0.7730574,0.8100412
ISIC_0068326,0.06252986,0.06598909,0.6354322,0.69408816
ISIC_0068327,0.2432941,0.17353933,0.7945978,0.7270376
ISIC_0068329,0.07694463,0.030377258,0.97468233,0.957936
ISIC_0068330,0.04521428,0.030252084,0.9586424,0.9684443
ISIC_0068331,0.19819884,0.16331199,0.7810339,0.7193959
ISIC_0068333,0.3885318,0.42632708,0.65086985,0.58107436
ISIC_0068334,0.047979012,0.062073346,0.9599978,0.9586043
ISIC_0068337,0.4148975,0.41567287,0.61911523,0.627182
ISIC_0068338,0.03288506,0.039784852,0.91187,0.9386461
ISIC_0068339,0.14135705,0.1589581,0.79520184,0.7983208
ISIC_0068341,0.19939797,0.27618873,0.7022785,0.80437076
ISIC_0068342,0.13144363,0.31188536,0.6696925,0.76454806
ISIC_0068343,0.052810766,0.036255594,0.94785094,0.9004133
ISIC_0068344,0.055749454,0.17322196,0.8867703,0.88652784
ISIC_0068345,0.32083446,0.36527827,0.68899924,0.6919968
ISIC_0068346,0.08638796,0.08405439,0.94402695,0.9089037
ISIC_0068350,0.032428797,0.035658337,0.9633584,0.97563535
ISIC_0068351,0.07081594,0.21279195,0.9403328,0.76436055
ISIC_0068352,0.2376604,0.2718276,0.73464936,0.81548405
ISIC_0068353,0.14763087,0.11011431,0.8145081,0.7957111
ISIC_0068354,0.08157182,0.06887891,0.8762032,0.88553214
ISIC_0068355,0.03594323,0.055848908,0.92305154,0.9295006
ISIC_0068356,0.10496228,0.17893171,0.8870587,0.84382105
ISIC_0068357,0.42859945,0.3624636,0.62941545,0.6211649
ISIC_0068358,0.11478968,0.037857894,0.9829744,0.9329527
ISIC_0068360,0.060958136,0.075810485,0.94968885,0.9851707
ISIC_0068361,0.34203002,0.43548986,0.70283943,0.72465086
ISIC_0068363,0.036961682,0.0454763,0.95871574,0.9608622
ISIC_0068365,0.22492717,0.24336314,0.8150188,0.87975925
ISIC_0068366,0.062218666,0.11266799,0.9693818,0.8923813
ISIC_0068367,0.2512813,0.174722,0.7824509,0.8635288
ISIC_0068368,0.03562953,0.035417967,0.96541077,0.9794096
ISIC_0068369,0.30137095,0.2868131,0.7081486,0.64108706
ISIC_0068370,0.34154007,0.34500173,0.7150626,0.69463503
ISIC_0068372,0.039144944,0.1847136,0.9758883,1.0065079
ISIC_0068373,0.0655097,0.08845466,0.9394822,0.90124136
ISIC_0068374,0.24623242,0.05299143,0.9323298,0.80117023
ISIC_0068377,0.080521576,0.026493734,0.9811757,0.9721735
ISIC_0068378,0.030436326,0.031833693,0.9512833,0.9768374
ISIC_0068379,0.09049699,0.093834,0.87796617,0.8746943
ISIC_0068380,0.11659688,0.055529393,0.84358156,0.9023342
ISIC_0068381,0.12422649,0.112767614,0.8979017,0.7753016
ISIC_0068382,0.24294625,0.31367815,0.72121286,0.7092993
ISIC_0068383,0.026623715,0.061544385,0.9848753,0.9020019
ISIC_0068385,0.072267465,0.052913506,0.88879573,0.9265487
ISIC_0068386,0.39864644,0.1304569,0.8842404,0.93379116
ISIC_0068387,0.17571853,0.14437684,0.8766496,0.8237356
ISIC_0068388,0.07693972,0.085758656,0.85569674,0.9015739
ISIC_0068389,0.3785275,0.473454,0.54997456,0.65105194
ISIC_0068390,0.25246316,0.36834568,0.74311185,0.7810093
ISIC_0068391,0.31991538,0.27131057,0.77900034,0.6812811
ISIC_0068392,0.37590608,0.41914245,0.6328347,0.65117437
ISIC_0068394,0.21182966,0.13121809,0.79274946,0.93335944
ISIC_0068395,0.113029934,0.07907809,0.93449634,0.960007
ISIC_0068396,0.12749512,0.05206234,0.88077426,0.86012614
ISIC_0068397,0.13141297,0.0957964,0.7718578,0.82911813
ISIC_0068398,0.04441618,0.048231464,0.9324993,0.8764692
ISIC_0068399,0.4497373,0.16717239,0.63670456,0.44983095
ISIC_0068400,0.15376972,0.19767773,0.8185124,0.8059886
ISIC_0068401,0.02881351,0.024254013,0.9739633,0.96381557
ISIC_0068402,0.084884316,0.10374778,0.92654,0.84531265
ISIC_0068403,0.03697663,0.0325838,0.98254395,0.9055477
ISIC_0068407,0.13740009,0.2032388,0.8103987,0.93780047
ISIC_0068408,0.13386948,0.34135294,0.8048065,0.8215616
ISIC_0068409,0.1369339,0.08957943,0.8404975,0.90280735
ISIC_0068413,0.37379986,0.15621851,0.70831585,0.63669986
ISIC_0068414,0.040109437,0.19702895,0.8733476,0.87119865
ISIC_0068415,0.10562911,0.0853745,0.89333487,0.853387
ISIC_0068416,0.07765009,0.09033518,0.9298792,0.9285914
ISIC_0068419,0.27750453,0.2508969,0.69477683,0.73152775
ISIC_0068420,0.10189879,0.07428183,0.81563526,0.82240444
ISIC_0068422,0.111199,0.10031229,0.9512861,0.869988
ISIC_0068423,0.17776255,0.35635337,0.6790995,0.92221975
ISIC_0068425,0.08572214,0.03849845,0.98189735,0.9819596
ISIC_0068426,0.05416754,0.06043417,0.96616495,0.95206213
ISIC_0068427,0.06037842,0.056488227,0.6851034,0.8720931
ISIC_0068429,0.06290045,0.28162262,0.90691364,0.9605906
ISIC_0068432,0.25064075,0.40868568,0.77208275,0.70652914
ISIC_0068434,0.029746203,0.029928032,0.975979,0.9699732
ISIC_0068436,0.2943206,0.19343595,0.66842794,0.7694981
ISIC_0068438,0.16973059,0.10382755,0.8812295,0.86386174
ISIC_0068439,0.2049338,0.33564535,0.62131965,0.69308555
ISIC_0068440,0.33273128,0.26519993,0.8460672,0.7309263
ISIC_0068445,0.3318895,0.10507391,0.9161951,0.91646904
ISIC_0068447,0.26638728,0.30792028,0.641948,0.67991984
ISIC_0068448,0.07594933,0.18470572,0.85559297,0.88322467
ISIC_0068450,0.044589967,0.13290726,0.93397486,0.9321313
ISIC_0068451,0.027001286,0.029259522,0.9673068,0.97843885
ISIC_0068453,0.1003829,0.3153195,0.8577693,1.0060773
ISIC_0068454,0.13037905,0.30028963,0.7911756,0.9170194
ISIC_0068456,0.069182925,0.05825578,0.8854463,0.78803736
ISIC_0068457,0.047002476,0.03847782,0.9602064,0.93295103
ISIC_0068458,0.16941111,0.10959007,0.9034491,0.88917464
ISIC_0068460,0.03080709,0.017986042,0.98531294,0.9804057
ISIC_0068461,0.063803785,0.07447317,0.9399099,0.9436083
ISIC_0068462,0.04119123,0.048249897,0.98596793,0.94592667
ISIC_0068466,0.032860085,0.10541083,0.9787612,0.9545874
ISIC_0068467,0.06512914,0.23161769,0.82630986,0.9868235
ISIC_0068470,0.042193957,0.169375,0.8061466,0.8846967
ISIC_0068471,0.038583975,0.049342852,0.83292836,0.9896597
ISIC_0068473,0.13777219,0.059090924,0.8866149,0.921441
ISIC_0068475,0.21193221,0.28282142,0.70344466,0.759929
ISIC_0068477,0.039952297,0.04570641,0.9361455,0.89810395
ISIC_0068478,0.23577838,0.38682586,0.49125922,0.65772486
ISIC_0068479,0.09194989,0.08940473,0.8718325,0.90774786
ISIC_0068480,0.11394256,0.21335995,0.7633395,0.7902489
ISIC_0068481,0.11723139,0.14069264,0.7824108,0.8899077
ISIC_0068482,0.25384775,0.21219186,0.6946534,0.7215898
ISIC_0068484,0.14483303,0.15831286,0.8163847,0.8874588
ISIC_0068486,0.1296339,0.10414442,0.84114057,0.87365174
ISIC_0068487,0.23135903,0.1729291,0.8117415,0.70376694
ISIC_0068488,0.09702394,0.2846867,0.9510404,0.92040086
ISIC_0068489,0.35789314,0.37973878,0.65793407,0.7071881
ISIC_0068491,0.03453078,0.16434291,0.9357243,0.92345154
ISIC_0068494,0.04577012,0.066028215,0.6800461,0.9627553
ISIC_0068495,0.046682533,0.06249357,0.8285061,0.92495084
ISIC_0068496,0.05033523,0.08473327,0.9612096,0.9334187
ISIC_0068497,0.08077581,0.14875029,0.7866013,0.9335649
ISIC_0068498,0.0935494,0.09222587,0.8555664,0.8683639
ISIC_0068500,0.3823841,0.37467402,0.5916434,0.57409614
ISIC_0068504,0.0932419,0.069286756,0.9170233,0.8148022
ISIC_0068505,0.23544995,0.22146884,0.77820337,0.84222364
ISIC_0068507,0.15936375,0.28598073,0.88076174,0.8398138
ISIC_0068508,0.16972975,0.2524702,0.72702086,0.78109515
ISIC_0068511,0.101925015,0.3395078,0.7181838,0.8035157
ISIC_0068515,0.023738911,0.030602222,0.9867826,0.9745802
ISIC_0068516,0.3220396,0.43239594,0.5875857,0.6662192
ISIC_0068521,0.046590123,0.023207799,0.93077004,0.9710408
ISIC_0068522,0.3683056,0.28416553,0.6701977,0.6020558
ISIC_0068525,0.31080875,0.19062923,0.6971475,0.7202627
ISIC_0068527,0.038515132,0.038677536,0.9668061,0.9857178
ISIC_0068528,0.20953302,0.21172564,0.8940949,0.8800701
ISIC_0068529,0.02757365,0.018912662,0.94329774,0.9863291
ISIC_0068530,0.19829631,0.37136552,0.6368513,0.8622924
ISIC_0068531,0.26235026,0.31389478,0.7039553,0.57554555
ISIC_0068532,0.23465131,0.23915605,0.84760976,0.7458937
ISIC_0068533,0.052010655,0.18558648,0.98432857,0.9275534
ISIC_0068536,0.031986978,0.021811275,0.9891838,0.9808967
ISIC_0068538,0.22344707,0.07189938,0.9585999,0.9443811
ISIC_0068539,0.16723712,0.10627631,0.78355527,0.83591807
ISIC_0068540,0.039393183,0.064461134,0.89836544,0.98101425
ISIC_0068544,0.16183046,0.29546463,0.71086144,0.77129376
ISIC_0068545,0.04992622,0.052730214,0.9361435,0.88895553
ISIC_0068546,0.14862144,0.08114916,0.8571659,0.7616357
ISIC_0068548,0.035304923,0.0834549,0.82726365,0.8838006
ISIC_0068550,0.032317262,0.019528866,0.96267664,0.97882015
ISIC_0068552,0.030831138,0.108141735,0.9378867,0.9289674
ISIC_0068553,0.16726975,0.29615813,0.61023605,0.68837357
ISIC_0068554,0.046222508,0.12355286,0.92601913,0.96833885
ISIC_0068555,0.037081756,0.033491414,0.89607084,0.9561613
ISIC_0068556,0.08522838,0.055747308,0.9284588,0.94151163
ISIC_0068559,0.2422478,0.08487691,0.8713487,0.9501644
ISIC_0068560,0.13022187,0.13971612,0.9020827,0.8407949
ISIC_0068561,0.06910919,0.044068247,0.93756557,0.8811563
ISIC_0068566,0.23997279,0.21237397,0.72039336,0.8348161
ISIC_0068569,0.077012114,0.15695436,0.7221667,0.92899513
ISIC_0068570,0.2330081,0.13313405,0.9057349,0.8958262
ISIC_0068571,0.03724363,0.057496585,0.97183853,0.9503993
ISIC_0068572,0.08723881,0.18167189,0.87183475,0.88530755
ISIC_0068573,0.03363721,0.028574442,0.9437553,0.97501993
ISIC_0068574,0.02924673,0.063629806,0.97158504,0.97269756
ISIC_0068575,0.02905201,0.026583223,0.98012435,0.9883035
ISIC_0068576,0.12803188,0.33635327,0.8824836,0.7988364
ISIC_0068577,0.089961775,0.08347084,0.9513172,0.85959417
ISIC_0068578,0.2834254,0.36538425,0.7319199,0.64406955
ISIC_0068580,0.096527,0.12797993,0.84513515,0.9646429
ISIC_0068581,0.026662478,0.050511073,0.9762438,0.879677
ISIC_0068583,0.27145344,0.3603321,0.55910075,0.700017
ISIC_0068584,0.06892016,0.15174714,0.8991667,0.966504
ISIC_0068585,0.1930046,0.27425343,0.61391264,0.67830074
ISIC_0068586,0.03971557,0.2016218,0.97644377,0.80034626
ISIC_0068590,0.12853777,0.22867005,0.67875797,0.73982596
ISIC_0068591,0.0783174,0.07522995,0.97412366,0.9760457
ISIC_0068594,0.28204414,0.3397664,0.7641892,0.7497848
ISIC_0068595,0.368126,0.4133416,0.6612328,0.58456826
ISIC_0068596,0.28063267,0.16161142,0.8114011,0.7148455
ISIC_0068597,0.034143,0.033024825,0.9664706,0.91461235
ISIC_0068598,0.04674516,0.053195428,0.9227411,0.94545835
ISIC_0068599,0.30212745,0.26193577,0.7419761,0.6932703
ISIC_0068601,0.052160483,0.072661415,0.92306656,0.88746035
ISIC_0068602,0.32736585,0.08932419,0.78943235,0.770714
ISIC_0068607,0.2546712,0.32330292,0.66510445,0.71531284
ISIC_0068610,0.041023035,0.04485306,0.9470228,0.9664551
ISIC_0068611,0.3827947,0.22045429,0.6903599,0.6539757
ISIC_0068613,0.24104571,0.30831733,0.67149836,0.69551367
ISIC_0068614,0.058594413,0.04460505,0.90516865,0.9162357
ISIC_0068615,0.32984135,0.25941956,0.7043104,0.74022734
ISIC_0068616,0.28283712,0.29411608,0.84037864,0.8087367
ISIC_0068617,0.25861868,0.033864144,1.0368787,0.9372059
ISIC_0068619,0.25824466,0.31096205,0.72646266,0.71972525
ISIC_0068621,0.473379,0.38447174,0.7032577,0.665489
ISIC_0068623,0.3678518,0.42758757,0.5947079,0.65524673
ISIC_0068624,0.31926772,0.23944204,0.7950735,0.7419516
ISIC_0068625,0.26250073,0.24515967,0.6985759,0.65299845
ISIC_0068626,0.13842689,0.07489486,0.9355991,0.7569878
ISIC_0068627,0.1054636,0.10417439,0.7807056,0.90402263
ISIC_0068628,0.17871907,0.06826741,0.9748771,0.8217814
ISIC_0068629,0.1081265,0.07347935,0.92870957,0.677693
ISIC_0068630,0.36763066,0.30163416,0.6452445,0.60199296
ISIC_0068631,0.29341266,0.23674412,0.77613324,0.64738756
ISIC_0068632,0.10500524,0.08610034,0.9258124,0.88982064
ISIC_0068633,0.31168157,0.18669389,0.66639405,0.74659956
ISIC_0068634,0.30808958,0.33592412,0.59712404,0.6680709
ISIC_0068637,0.21092105,0.38835296,0.5775999,0.7000632
ISIC_0068639,0.043667167,0.035172705,0.97626626,0.932853
ISIC_0068640,0.04970352,0.244906,0.9171895,0.9947277
ISIC_0068642,0.20460935,0.20974827,0.657818,0.6845789
ISIC_0068644,0.05745551,0.16126743,0.73590815,0.84603393
ISIC_0068645,0.03558909,0.044985175,0.84447163,0.9465847
ISIC_0068646,0.035165537,0.031424854,0.9626636,0.9816998
ISIC_0068648,0.09795071,0.07204397,0.9101364,0.94075507
ISIC_0068651,0.27309713,0.3317233,0.70843726,0.6873411
ISIC_0068652,0.28920346,0.24995397,0.7149945,0.6941208
ISIC_0068653,0.34518543,0.29364344,0.6376926,0.6459248
ISIC_0068654,0.15401167,0.058569193,0.93922526,0.9580395
ISIC_0068655,0.22224262,0.46848637,0.62866867,0.7934377
ISIC_0068656,0.3522306,0.33712745,0.613088,0.5966241
ISIC_0068658,0.17667352,0.13468777,0.6191237,0.792682
ISIC_0068659,0.2295285,0.26428896,0.79353666,0.83568424
ISIC_0068661,0.41688973,0.29057118,0.7571275,0.6665303
ISIC_0068664,0.083280586,0.06793501,0.9451852,0.9060461
ISIC_0068666,0.09148156,0.03351128,0.95560443,0.9638414
ISIC_0068667,0.06659781,0.04353135,0.948665,0.9725289
ISIC_0068668,0.043785434,0.20428438,0.8904787,0.9714165
ISIC_0068669,0.080162846,0.044574875,0.94797367,0.9514153
ISIC_0068671,0.27795535,0.2648345,0.7485796,0.7392309
ISIC_0068673,0.03890192,0.022022376,0.97895294,0.97845596
ISIC_0068674,0.07600914,0.13172124,0.959457,0.93427026
ISIC_0068675,0.21876721,0.2611504,0.75399816,0.7213607
ISIC_0068676,0.03532978,0.01843461,0.9590236,0.98740375
ISIC_0068677,0.17029686,0.14653592,0.92141175,0.90353924
ISIC_0068678,0.41965458,0.4125459,0.594982,0.57890284
ISIC_0068680,0.21327825,0.3082095,0.69605666,0.7323252
ISIC_0068681,0.24815059,0.2722854,0.65446246,0.6614928
ISIC_0068682,0.115827106,0.19355215,0.7400986,0.7465755
ISIC_0068684,0.3126754,0.3105974,0.7901046,0.6515812
ISIC_0068685,0.20246685,0.31679842,0.81599236,0.65335757
ISIC_0068687,0.033979326,0.030721912,0.9652828,0.95570284
ISIC_0068691,0.046943504,0.041209664,0.96110624,0.96421075
ISIC_0068692,0.04794192,0.03290416,0.962923,0.976316
ISIC_0068693,0.16679291,0.06847441,0.7943764,0.9119241
ISIC_0068694,0.27104625,0.28468463,0.6846927,0.7208186
ISIC_0068696,0.10104914,0.05340715,0.6806539,0.8469442
ISIC_0068697,0.17599137,0.21794033,0.82576466,0.77376187
ISIC_0068699,0.0695039,0.07482497,0.7795754,0.7813244
ISIC_0068700,0.13173684,0.26341307,0.8482518,0.75371903
ISIC_0068701,0.36043325,0.44910875,0.57817304,0.6120312
ISIC_0068703,0.2686641,0.19267292,0.8324989,0.6986238
ISIC_0068706,0.057977032,0.03954749,0.9858096,0.9641689
ISIC_0068707,0.10167594,0.12039757,0.92320293,0.8957065
ISIC_0068708,0.18841623,0.1804284,0.8551813,0.8232742
ISIC_0068709,0.12332044,0.27840012,0.71446615,0.78329754
ISIC_0068711,0.048118122,0.20460592,0.9095179,0.89791685
ISIC_0068712,0.29852086,0.25871858,0.8286783,0.82862544
ISIC_0068713,0.051597487,0.044413764,0.95432806,0.9534189
ISIC_0068716,0.30080494,0.16481055,0.85050416,0.646589
ISIC_0068717,0.14009348,0.090043984,0.9659219,0.864815
ISIC_0068718,0.044146318,0.12352593,0.93844527,0.80039674
ISIC_0068721,0.03537189,0.02450735,0.97079635,0.9597199
ISIC_0068722,0.0836676,0.06563146,0.93095,0.90644175
ISIC_0068723,0.19697414,0.2891428,0.7166389,0.7316102
ISIC_0068724,0.2889259,0.28405172,0.5723841,0.5733968
ISIC_0068726,0.08016642,0.050799437,0.9380721,0.87149644
ISIC_0068727,0.23056996,0.390053,0.56943667,0.7298193
ISIC_0068728,0.027445167,0.052729905,0.97035444,0.9630278
ISIC_0068729,0.0334333,0.046740968,0.9516023,0.97239405
ISIC_0068731,0.03822493,0.074518524,0.9234232,0.9834993
ISIC_0068733,0.043071486,0.04876947,0.8690765,0.8999861
ISIC_0068734,0.19372438,0.27401343,0.6662719,0.72339773
ISIC_0068735,0.17325619,0.09447159,0.9462006,0.9504254
ISIC_0068736,0.027436232,0.05041304,0.97277826,0.9504128
ISIC_0068737,0.08650311,0.31392407,0.7481088,0.8698327
ISIC_0068740,0.18601575,0.26809093,0.65282273,0.7666627
ISIC_0068741,0.30028343,0.42932844,0.5409228,0.6431427
ISIC_0068742,0.048696827,0.13102485,0.9747076,0.9406659
ISIC_0068744,0.031507727,0.03717646,0.98691314,0.97852707
ISIC_0068746,0.29759264,0.33481556,0.6688061,0.7686541
ISIC_0068747,0.0381882,0.13337536,0.9245067,0.95493716
ISIC_0068748,0.08618402,0.26907507,0.8021528,0.8883952
ISIC_0068750,0.08641323,0.24157679,0.84641975,0.6921436
ISIC_0068751,0.06309321,0.071429886,0.8955777,0.8870877
ISIC_0068756,0.025668317,0.03645553,0.9053418,0.91352326
ISIC_0068758,0.18404506,0.22883295,0.7820135,0.74924177
ISIC_0068761,0.026051715,0.0269865,0.98743343,0.9784543
ISIC_0068762,0.09487819,0.04761493,0.9525861,0.9501413
ISIC_0068763,0.033503335,0.015976066,0.97894394,0.9890023
ISIC_0068764,0.043466546,0.07569986,0.9573949,0.96465033
ISIC_0068765,0.06883011,0.2831615,0.8533297,0.77665573
ISIC_0068766,0.19429171,0.05156927,0.8399394,0.83463407
ISIC_0068768,0.0661502,0.06793473,0.9108762,0.9396731
ISIC_0068769,0.041858252,0.03469357,0.96325976,0.92367685
ISIC_0068770,0.049863312,0.115818955,0.9345886,0.943484
ISIC_0068776,0.37664047,0.36006477,0.62319106,0.6613383
ISIC_0068777,0.060585644,0.03748616,0.97639996,0.94076896
ISIC_0068778,0.12719722,0.06758704,0.9825687,0.86420995
ISIC_0068779,0.0699161,0.03532187,0.8725711,0.88820016
ISIC_0068781,0.14326057,0.10142539,0.8636246,0.890974
ISIC_0068782,0.05762307,0.06612019,0.89690363,0.86816794
ISIC_0068783,0.2316469,0.34550413,0.5814713,0.63740283
ISIC_0068786,0.051559098,0.04653246,0.9344196,0.9215111
ISIC_0068788,0.28273132,0.2746832,0.7744359,0.9052594
ISIC_0068791,0.3874585,0.38687038,0.72217077,0.83029896
ISIC_0068792,0.12610136,0.26972947,0.7689843,0.82291305
ISIC_0068793,0.05159318,0.04917314,0.9381569,0.95640266
